School,Sector,Type,Authority,SchoolGender,AffiliationType,Affiliation,MāoriAffiliation,RegionalCouncil,TerritorialAuthority,Takiwa,EQI
Tarras School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Otago,Central Otago,Te Tai Runga,456
Tasman Bay Christian School,Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Open Brethren,Not Applicable,Tasman,Tasman,Te Tai Runga,462
Tasman School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tasman,Tasman,Te Tai Runga,409
Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Matamata-Piako,Te Tai Whenua,434
Tauhara College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Taupo,Te Tai Whenua,476
Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Taupo,Te Tai Whenua,518
Tauhei Combined School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Matamata-Piako,Te Tai Whenua,448
Tauhoa School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Auckland,Auckland: Rodney,Te Tai Raro,486
Taumarunui High School,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Manawatu-Whanganui,Ruapehu,Te Tai Whenua,527
Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Manawatu-Whanganui,Ruapehu,Te Tai Whenua,556
Taumata School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Bay of Plenty,Tauranga,Te Tai Whenua,421
Taupaki School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Auckland,Auckland: Rodney,Te Tai Raro,424
Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato,Te Tai Whenua,515
Taupo Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Taupo,Te Tai Whenua,472
Taupo School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Taupo,Te Tai Whenua,452
Taupo-nui-a-Tia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Taupo,Te Tai Whenua,463
Tauranga Adventist School,Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Seventh Day Adventist,Not Applicable,Bay of Plenty,Tauranga,Te Tai Whenua,424
Tauranga Boys' College,Secondary,Secondary (Year 9-15),State: Not integrated,Single Sex-Boys,No Affiliation,Not Applicable,Not Applicable,Bay of Plenty,Tauranga,Te Tai Whenua,454
Tauranga Girls' College,Secondary,Secondary (Year 9-15),State: Not integrated,Single Sex-Girls,No Affiliation,Not Applicable,Not Applicable,Bay of Plenty,Tauranga,Te Tai Whenua,466
Tauranga Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Bay of Plenty,Tauranga,Te Tai Whenua,475
Tauranga Primary School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Bay of Plenty,Tauranga,Te Tai Whenua,426
Tauranga Special School,Specialist,Specialist School,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Bay of Plenty,Tauranga,Te Tai Whenua,502
Tauranga Waldorf School,Primary,Full Primary,State: Integrated,Co-Ed,Organisational Affiliation,Rudolf Steiner,Not Applicable,Bay of Plenty,Tauranga,Te Tai Whenua,411
Tauraroa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Northland,Whangarei,Te Tai Raro,473
Tauriko School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Bay of Plenty,Tauranga,Te Tai Whenua,436
Tautoro School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Northland,Far North,Te Tai Raro,548
Tauwhare School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato,Te Tai Whenua,415
Tawa College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Wellington,Wellington,Te Tai Runga,436
Tawa Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Wellington,Wellington,Te Tai Runga,431
Tawa School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Wellington,Wellington,Te Tai Runga,432
Tāwera Bilingual School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Bay of Plenty,Whakatane,Te Tai Whenua,543
Tawhai School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Wellington,Lower Hutt,Te Tai Runga,440
Tawhero School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Manawatu-Whanganui,Whanganui,Te Tai Whenua,548
Tawhiti School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Taranaki,South Taranaki,Te Tai Whenua,467
Te Aho o Te Kura Pounamu,Composite,Correspondence School,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Te Tai Runga,505
Te Akau School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato,Te Tai Whenua,470
Te Akau ki Papamoa Primary School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Bay of Plenty,Tauranga,Te Tai Whenua,451
Te Anau School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Southland,Southland,Te Tai Runga,423
Te Ao Mārama School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Hamilton,Te Tai Whenua,390
Te Ara Koropiko West Spreydon School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Canterbury,Christchurch,Te Tai Runga,446
Te Ara Maurea Roydvale School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Canterbury,Christchurch,Te Tai Runga,388
Te Aratai College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Canterbury,Christchurch,Te Tai Runga,517
Te Aratika Academy,Secondary,Secondary (Year 9-15),State: Not integrated,Single Sex-Boys,No Affiliation,Not Applicable,Not Applicable,Hawke's Bay,Hastings,Te Tai Whenua,563
Te Aro School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Wellington,Wellington,Te Tai Runga,402
Te Aroha College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Matamata-Piako,Te Tai Whenua,492
Te Aroha Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Matamata-Piako,Te Tai Whenua,490
Te Atatu Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Auckland,Auckland: Henderson-Massey,Te Tai Raro,438
Te Aute College,Secondary,Secondary (Year 9-15),State: Integrated,Single Sex-Boys,Religious Affiliation,Anglican,Not Applicable,Hawke's Bay,Central Hawke's Bay,Te Tai Whenua,536
Te Awa School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Hawke's Bay,Napier,Te Tai Whenua,537
Te Awamutu College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waipa,Te Tai Whenua,477
Te Awamutu Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waipa,Te Tai Whenua,481
Te Awamutu Primary School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waipa,Te Tai Whenua,461
Te Hapara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Gisborne,Gisborne,Te Tai Whenua,520
Te Hapua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Northland,Far North,Te Tai Raro,546
Te Hihi School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Auckland,Auckland: Franklin,Te Tai Raro,448
Te Horo School (Otaki),Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Wellington,Kapiti Coast,Te Tai Runga,424
Te Horo School (Whangarei),Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Northland,Whangarei,Te Tai Raro,557
Te Huruhi School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Auckland,Auckland: Waiheke,Te Tai Raro,426
Te Karaka Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Gisborne,Gisborne,Te Tai Whenua,539
Te Kauwhata College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato,Te Tai Whenua,502
Te Kauwhata Primary School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato,Te Tai Whenua,474
Te Kohanga School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato,Te Tai Raro,541
Te Kopuru School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Northland,Kaipara,Te Tai Raro,510
Te Kowhai School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato,Te Tai Whenua,413
Te Kuiti High School,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waitomo,Te Tai Whenua,514
Te Kuiti Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waitomo,Te Tai Whenua,491
Te Kura Ākonga o Manurewa,Primary,Full Primary,State: Integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Auckland,Auckland: Manurewa,Te Tai Raro,517
Te Kura Amorangi o Whakawatea,Primary,Full Primary,State: Not integrated,Co-Ed,Organisational Affiliation,Māori Trusts,Not Applicable,Waikato,Waipa,Te Tai Whenua,511
Te Kura Kaupapa Maori o Horouta Wananga,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Te Rūnanga Nui o Ngā Kura Kaupapa Māori o Aotearoa,Gisborne,Gisborne,Te Tai Whenua,515
Te Kura Kaupapa Maori o Taumarunui,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Te Rūnanga Nui o Ngā Kura Kaupapa Māori o Aotearoa,Manawatu-Whanganui,Ruapehu,Te Tai Whenua,533
Te Kura Kaupapa Maori o Te Orini ki Ngati Awa,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Te Rūnanga Nui o Ngā Kura Kaupapa Māori o Aotearoa,Bay of Plenty,Whakatane,Te Tai Whenua,525
Te Kura Kaupapa Maori o Whatatutu,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Te Rūnanga Nui o Ngā Kura Kaupapa Māori o Aotearoa,Gisborne,Gisborne,Te Tai Whenua,541
Te Kura Kaupapa Māori o Hokianga,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Te Rūnanga Nui o Ngā Kura Kaupapa Māori o Aotearoa,Northland,Far North,Te Tai Raro,523
Te Kura Mana Māori o Maraenui,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Bay of Plenty,Opotiki,Te Tai Whenua,510
Te Kura Mana Maori o Matahi,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Bay of Plenty,Whakatane,Te Tai Whenua,561
Te Kura Mana Māori o Whangaparaoa,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Bay of Plenty,Opotiki,Te Tai Whenua,513
Te Kura Māori o Ngā Tapuwae,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Auckland,Auckland: Mangere-Otahuhu,Te Tai Raro,493
Te Kura Māori o Porirua,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Wellington,Porirua,Te Tai Runga,507
Te Kura Māori ā Rohe o Waiohau,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Bay of Plenty,Whakatane,Te Tai Whenua,529
Te Kura O Take Kārara,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Otago,Queenstown-Lakes,Te Tai Runga,409
Te Kura Taumata o Panguru,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Northland,Far North,Te Tai Raro,538
Te Kura Toitu o Te Whaiti-nui-a-Toi,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Bay of Plenty,Whakatane,Te Tai Whenua,549
Te Kura Whakatipu o Kawarau,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Otago,Queenstown-Lakes,Te Tai Runga,403
Te Kura o Hato Hohepa Te Kamura,Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,Northland,Far North,Te Tai Raro,527
Te Kura o Hau Karetu,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Wellington,Upper Hutt,Te Tai Runga,527
Te Kura o Hirangi,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Waikato,Taupo,Te Tai Whenua,534
Te Kura o Huriawa Thorrington,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Canterbury,Christchurch,Te Tai Runga,376
Te Kura o Kimi Ora,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Hawke's Bay,Hastings,Te Tai Whenua,538
Te Kura o Kokohuia,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Manawatu-Whanganui,Whanganui,Te Tai Whenua,537
Te Kura o Manunui,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Bay of Plenty,Tauranga,Te Tai Whenua,518
Te Kura o Matapihi,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Bay of Plenty,Tauranga,Te Tai Whenua,503
Te Kura o Matarangi - Northcote School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Canterbury,Christchurch,Te Tai Runga,531
Te Kura o Mātihetihe,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Northland,Far North,Te Tai Raro,532
Te Kura o Mōkihi Spreydon School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Canterbury,Christchurch,Te Tai Runga,457
Te Kura o Nga Ruahine Rangi,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Te Rūnanga Nui o Ngā Kura Kaupapa Māori o Aotearoa,Taranaki,South Taranaki,Te Tai Whenua,525
Te Kura o Ngaati Hauaa,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Waikato,Waikato,Te Tai Whenua,525
Te Kura o Ngāpuke,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Manawatu-Whanganui,Ruapehu,Te Tai Whenua,559
Te Kura o Otangarei,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Northland,Whangarei,Te Tai Raro,569
Te Kura o Pakipaki,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Hawke's Bay,Hastings,Te Tai Whenua,538
Te Kura o Rangiriri,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Waikato,Waikato,Te Tai Whenua,546
Te Kura o Tahaaroa,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waitomo,Te Tai Whenua,512
Te Kura o Tawatawa - Ridgway School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Wellington,Wellington,Te Tai Runga,373
Te Kura o Te Kao,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Northland,Far North,Te Tai Raro,527
Te Kura o Te Moutere O Matakana,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Bay of Plenty,Western Bay of Plenty,Te Tai Whenua,507
Te Kura o Te Paroa,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Bay of Plenty,Whakatane,Te Tai Whenua,523
Te Kura o Te Teko,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Bay of Plenty,Whakatane,Te Tai Whenua,533
Te Kura o Te Wainui-ā-Rua,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Manawatu-Whanganui,Whanganui,Te Tai Whenua,535
Te Kura o Te Whānau-a-Apanui,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Bay of Plenty,Opotiki,Te Tai Whenua,547
Te Kura o Tōrere,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Bay of Plenty,Opotiki,Te Tai Whenua,539
Te Kura o Tuahiwi,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Canterbury,Waimakariri,Te Tai Runga,495
Te Kura o Waharoa,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Waikato,Matamata-Piako,Te Tai Whenua,557
Te Kura o Waikare,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Northland,Far North,Te Tai Raro,533
Te Kura o Waikaremoana,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Hawke's Bay,Wairoa,Te Tai Whenua,534
Te Kura o Waioweka,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Bay of Plenty,Opotiki,Te Tai Whenua,526
Te Kura o Wairau,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Manawatu-Whanganui,Palmerston North,Te Tai Whenua,538
Te Kura o Waitahanui,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Waikato,Taupo,Te Tai Whenua,529
Te Kura o te Tauawa Halswell School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Canterbury,Christchurch,Te Tai Runga,390
Te Kura o Ōhinetahi - Governors Bay,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Canterbury,Christchurch,Te Tai Runga,392
Te Kura o Ōmanaia,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Ngā Kura ā Iwi o Aotearoa Inc,Northland,Far North,Te Tai Raro,530
Te Kura o Ōmarumutu,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Bay of Plenty,Opotiki,Te Tai Whenua,526
